,name,team,year,PER,WS,WS40,BPM
35222,Sharife Sergeant,stephen-f-austin,2014,2.5,0.0,.028,-8.4
35223,Ben Brown-White,stephen-f-austin,2014,-14.5,-0.1,-.115,-16.1
35224,Thomas Walkup,stephen-f-austin,2015,29.1,6.7,.282,8.7
35225,Jacob Parker,stephen-f-austin,2015,24.3,5.5,.240,5.8
35226,Ty Charles,stephen-f-austin,2015,20.5,4.0,.212,5.4
35227,Clide Geffrard,stephen-f-austin,2015,21.2,2.3,.177,0.0
35228,Trey Pinkney,stephen-f-austin,2015,8.7,2.3,.106,-0.5
35229,Tanner Clayton,stephen-f-austin,2015,17.5,2.2,.176,4.1
35230,Jared Johnson,stephen-f-austin,2015,22.8,2.2,.208,5.8
35231,Demetrious Floyd,stephen-f-austin,2015,15.8,1.8,.148,1.3
35232,Dallas Cameron,stephen-f-austin,2015,9.5,1.7,.103,-1.3
35233,Connor Brooks,stephen-f-austin,2015,11.0,0.7,.108,2.3
35234,Bobby King,stephen-f-austin,2015,11.7,0.6,.097,-6.6
35235,Justin Dotson,stephen-f-austin,2015,14.1,0.3,.100,0.5
35236,Jaxon Holden,stephen-f-austin,2015,4.3,0.1,.088,-12.0
35237,Jason Martin,stephen-f-austin,2015,9.7,0.1,.101,-8.4
35238,Caleb Johnston,stephen-f-austin,2015,2.3,0.0,.042,-6.5
35239,Thomas Walkup,stephen-f-austin,2016,34.9,8.7,.347,14.2
35240,Clide Geffrard,stephen-f-austin,2016,24.5,4.9,.236,4.4
35241,Demetrious Floyd,stephen-f-austin,2016,21.1,4.2,.201,5.8
35242,Ty Charles,stephen-f-austin,2016,16.7,3.5,.166,1.2
35243,Trey Pinkney,stephen-f-austin,2016,10.7,3.2,.145,2.0
35244,T.J. Holyfield,stephen-f-austin,2016,17.5,2.7,.163,0.6
35245,Dallas Cameron,stephen-f-austin,2016,8.2,1.7,.114,-2.5
35246,Jared Johnson,stephen-f-austin,2016,14.6,1.4,.145,0.0
35247,Nathan Bain,stephen-f-austin,2016,18.8,0.8,.184,0.0
35248,C.J. Williams,stephen-f-austin,2016,9.8,0.8,.102,-4.1
35249,Jovan Grujic,stephen-f-austin,2016,7.7,0.3,.086,-8.3
35250,Lasani Johnson,stephen-f-austin,2016,10.5,0.2,.104,-4.0
35251,JaQuan Smith,stephen-f-austin,2016,15.9,0.1,.112,-10.2
35252,T.J. Holyfield,stephen-f-austin,2017,20.0,3.5,.157,0.0
35253,Ivan Canete,stephen-f-austin,2017,16.7,2.8,.143,1.2
35254,Leon Gilmore,stephen-f-austin,2017,17.7,2.6,.129,-0.5
35255,Dallas Cameron,stephen-f-austin,2017,10.1,2.4,.096,-2.1
35256,Kevon Harris,stephen-f-austin,2017,15.8,2.3,.125,-0.7
35257,Ty Charles,stephen-f-austin,2017,11.7,1.5,.087,-2.5
35258,Isaiah Traylor,stephen-f-austin,2017,10.3,1.1,.082,-3.3
35259,Chase Winchester,stephen-f-austin,2017,18.0,0.4,.199,4.7
35260,Samuli Nieminen,stephen-f-austin,2017,8.1,0.3,.064,-3.9
35261,Aaron Augustin,stephen-f-austin,2017,4.0,0.2,.023,-7.4
35262,Nathan Bain,stephen-f-austin,2017,12.1,0.1,.120,0.8
35263,Josh Huntley,stephen-f-austin,2017,6.8,0.1,.016,-8.3
35264,Jovan Grujic,stephen-f-austin,2017,2.4,0.0,.000,-9.1
35265,Khiorie Stewart,stephen-f-austin,2017,9.0,0.0,.091,0.7
35266,Shannon Bogues,stephen-f-austin,2018,24.6,4.6,.219,5.2
35267,Kevon Harris,stephen-f-austin,2018,22.7,4.5,.209,3.5
35268,T.J. Holyfield,stephen-f-austin,2018,20.3,4.2,.175,1.2
35269,Ivan Canete,stephen-f-austin,2018,17.4,3.5,.178,3.9
35270,Leon Gilmore,stephen-f-austin,2018,17.0,3.2,.156,1.4
35271,Ty Charles,stephen-f-austin,2018,13.5,2.4,.140,-1.3
35272,Aaron Augustin,stephen-f-austin,2018,10.0,2.2,.113,-0.5
35273,John Comeaux,stephen-f-austin,2018,15.2,1.9,.161,-1.0
35274,Samuli Nieminen,stephen-f-austin,2018,4.9,0.8,.072,-5.5
35275,Nathan Bain,stephen-f-austin,2018,13.9,0.6,.150,-0.1
35276,Stefon Fisher,stephen-f-austin,2018,15.7,0.2,.141,-9.5
35277,Jovan Grujic,stephen-f-austin,2018,0.0,0.0,-.012,-11.0
35278,Kevon Harris,stephen-f-austin,2019,22.0,4.3,.166,1.8
35279,Shannon Bogues,stephen-f-austin,2019,17.5,3.1,.113,-0.4
35280,Davonte Fitzgerald,stephen-f-austin,2019,14.8,1.7,.089,-4.5
35281,Nathan Bain,stephen-f-austin,2019,10.7,1.5,.077,-3.1
35282,Mitchell Seraille,stephen-f-austin,2019,12.9,1.0,.079,-3.7
35283,John Comeaux,stephen-f-austin,2019,10.9,0.7,.084,-3.9
35284,Joirdon Karl Nicholas,stephen-f-austin,2019,14.6,0.3,.048,-5.8
35285,Rance Cole,stephen-f-austin,2019,14.4,0.2,.100,-1.5
35286,Jock Hughes,stephen-f-austin,2019,9.3,0.2,.060,-3.3
35287,Samuli Nieminen,stephen-f-austin,2019,3.6,0.2,.029,-7.5
35288,Aaron Augustin,stephen-f-austin,2019,6.0,0.0,.013,-8.3
35289,Jovan Grujic,stephen-f-austin,2019,4.5,0.0,.002,-8.4
35290,Edward Ruiz,stephen-f-austin,2019,-21.3,0.0,-.330,-35.3
35291,Aaron Walton,stephen-f-austin,2019,-4.8,0.0,-.071,-16.3
35292,Oddyst Walker,stephen-f-austin,2019,1.5,-0.1,-.018,-9.0
35293,Kevon Harris,stephen-f-austin,2020,22.4,4.9,.214,4.4
35294,Gavin Kensmil,stephen-f-austin,2020,21.8,3.9,.198,2.2
35295,Cameron Johnson,stephen-f-austin,2020,23.5,3.5,.221,2.8
35296,John Comeaux,stephen-f-austin,2020,18.1,3.2,.198,2.7
35297,Roti Ware,stephen-f-austin,2020,14.1,3.2,.156,0.8
35298,Nathan Bain,stephen-f-austin,2020,18.1,2.6,.190,5.1
35299,David Kachelries,stephen-f-austin,2020,14.0,1.5,.144,-1.8
35300,Calvin Solomon,stephen-f-austin,2020,11.6,1.3,.116,-1.4
35301,Charlie Daniels,stephen-f-austin,2020,11.6,1.1,.112,-3.9
35302,Oddyst Walker,stephen-f-austin,2020,6.5,0.7,.086,-3.1
35303,Sama'zha Hart,stephen-f-austin,2020,13.0,0.6,.118,-8.7
35304,Tyler Zivney,stephen-f-austin,2020,17.5,0.3,.195,10.0
35305,Kharee McDaniel,stephen-f-austin,2020,5.1,0.0,.026,-9.7
35306,Gavin Kensmil,stephen-f-austin,2021,26.6,3.4,.228,3.4
35307,Cameron Johnson,stephen-f-austin,2021,20.4,2.9,.182,0.5
35308,David Kachelries,stephen-f-austin,2021,20.8,2.6,.184,3.8
35309,Roti Ware,stephen-f-austin,2021,15.4,2.1,.134,0.8
35310,Calvin Solomon,stephen-f-austin,2021,18.3,2.0,.166,1.0
35311,Nigel Hawkins,stephen-f-austin,2021,11.6,1.3,.115,-2.0
35312,Charlie Daniels,stephen-f-austin,2021,14.2,0.8,.109,-4.8
35313,Nana Antwi-Boasiako,stephen-f-austin,2021,12.2,0.7,.104,-0.2
35314,DeAndre Heckard,stephen-f-austin,2021,10.5,0.4,.081,-8.0
35315,Elijah Elliott,stephen-f-austin,2021,2.4,0.0,.042,1.5
35316,Russell Hyman,stephen-f-austin,2021,5.1,0.0,.092,-2.9
35317,Kharee McDaniel,stephen-f-austin,2021,1.1,0.0,.003,-10.1
35318,Demiere Brown,stephen-f-austin,2021,0.8,-0.1,-.072,-34.4
35319,Gavin Kensmil,stephen-f-austin,2022,21.3,4.1,.163,1.2
35320,Sadaidriene Hall,stephen-f-austin,2022,27.2,3.6,.231,6.1
35321,David Kachelries,stephen-f-austin,2022,12.6,2.7,.115,-0.4
35322,Calvin Solomon,stephen-f-austin,2022,17.7,2.7,.134,2.9
35323,Latrell Jossell,stephen-f-austin,2022,11.5,2.5,.124,0.5
35324,Jaylin Jackson-Posey,stephen-f-austin,2022,13.5,2.0,.119,0.9
35325,Roti Ware,stephen-f-austin,2022,13.5,0.9,.122,-1.5
35326,Nigel Hawkins,stephen-f-austin,2022,8.1,0.8,.085,-1.6
35327,Nana Antwi-Boasiako,stephen-f-austin,2022,12.3,0.7,.098,-0.4
35328,Derrick Tezeno,stephen-f-austin,2022,12.0,0.6,.102,1.9
35329,Diego Willis,stephen-f-austin,2022,7.1,0.5,.087,-2.5
35330,Jules Moor,stephen-f-austin,2022,36.4,0.1,.381,47.3
35331,Jonathan Aku,stephen-f-austin,2022,5.2,0.0,.013,-17.1
35332,Jimel Cofer,stephen-f-austin,2022,7.0,0.0,.050,-6.1
35333,Willie Green,stetson,2014,24.3,2.5,.126,1.8
35334,Kentwan Smith,stetson,2014,17.1,1.2,.059,-1.7
35335,Raymone Andrews,stetson,2014,11.4,0.7,.030,-5.8
35336,Hunter Miller,stetson,2014,8.8,0.5,.026,-6.5
35337,Brian Pegg,stetson,2014,12.7,0.4,.020,-5.6
35338,Aaron Graham,stetson,2014,8.8,0.1,.008,-6.5
35339,Leke Solanke,stetson,2014,5.5,0.1,.019,-8.4
35340,Aidan Hadley,stetson,2014,32.4,0.0,.238,29.8
35341,Tanner Plemmons,stetson,2014,13.1,0.0,.031,0.8
35342,Kyle Sikora,stetson,2014,7.9,0.0,.001,-8.7
35343,B.J. Glasford,stetson,2014,7.9,-0.1,-.012,-7.8
35344,Glenn Baral,stetson,2014,5.0,-0.2,-.025,-8.0
35345,Raekwon Harney,stetson,2014,4.8,-0.2,-.059,-9.2
35346,Kentwan Smith,stetson,2015,23.4,2.7,.123,1.0
35347,Angel Rivera,stetson,2015,16.0,1.8,.096,-2.7
35348,Divine Myles,stetson,2015,15.5,1.5,.062,-3.9
35349,Brian Pegg,stetson,2015,17.4,1.4,.087,-5.0
35350,Grant Lozoya,stetson,2015,14.1,1.2,.068,-2.5
35351,Wyatt Sikora,stetson,2015,12.0,0.4,.046,-6.0
35352,Kyle Sikora,stetson,2015,8.0,0.2,.018,-7.0
35353,Jonathan Joseph,stetson,2015,8.0,0.0,.003,-8.8
35354,Cameron Harvey,stetson,2015,4.7,-0.3,-.022,-10.3
35355,Corey Mendez,stetson,2015,-4.1,-0.3,-.123,-21.0
35356,B.J. Glasford,stetson,2015,3.6,-0.5,-.041,-11.0
35357,Divine Myles,stetson,2016,19.5,3.4,.125,0.3
35358,Derick Newton,stetson,2016,18.7,2.8,.105,-1.5
35359,Brian Pegg,stetson,2016,20.8,2.7,.110,-3.2
35360,Luke Doyle,stetson,2016,16.4,2.2,.108,-1.8
35361,Angel Rivera,stetson,2016,15.6,2.2,.108,-1.2
35362,Leo Goodman,stetson,2016,14.4,1.1,.080,-2.3
35363,Cameron Harvey,stetson,2016,6.7,0.2,.012,-6.4
35364,Grant Lozoya,stetson,2016,8.6,0.2,.010,-7.5
35365,Ty Cockfield,stetson,2016,11.3,0.0,.001,-8.1
35366,Will Hollmann,stetson,2016,-5.5,0.0,-.088,-11.3
35367,Kevin Ndahiro,stetson,2016,-0.6,-0.1,-.081,-15.0
35368,Drew Romich,stetson,2016,-0.1,-0.1,-.039,-10.9
35369,Derick Newton,stetson,2017,20.9,3.2,.125,0.8
35370,Divine Myles,stetson,2017,20.1,3.1,.119,0.4
35371,Angel Rivera,stetson,2017,12.6,1.6,.067,-5.1
35372,Luke Doyle,stetson,2017,11.9,1.3,.055,-3.1
35373,B.J. Glasford,stetson,2017,11.1,0.7,.047,-4.3
35374,Brian Pegg,stetson,2017,14.1,0.6,.055,-7.0
35375,Leo Goodman,stetson,2017,10.1,0.3,.025,-6.8
35376,Kevin Ndahiro,stetson,2017,8.5,0.1,.039,-11.2
35377,Matthew Cioce,stetson,2017,7.9,0.0,-.091,-41.2
35378,Larry Dennis,stetson,2017,7.9,0.0,.003,-9.6
35379,Brady Moses,stetson,2017,17.9,0.0,.123,8.4
35380,Will Hollmann,stetson,2017,-15.5,-0.1,-.283,-8.7
35381,Clay Verk,stetson,2017,4.3,-0.3,-.034,-12.3
35382,Divine Myles,stetson,2018,21.9,4.1,.153,2.0
35383,Angel Rivera,stetson,2018,13.7,2.3,.100,-3.3
35384,Abayomi Iyiola,stetson,2018,21.5,1.9,.125,-4.2
35385,Luke Doyle,stetson,2018,12.4,1.4,.064,-3.8
35386,B.J. Glasford,stetson,2018,14.7,1.4,.068,-2.1
35387,Christiaan Jones,stetson,2018,13.5,0.8,.070,-2.1
35388,Leo Goodman,stetson,2018,13.6,0.7,.086,-2.9
35389,Keith Matthews,stetson,2018,12.9,0.5,.064,-6.4
35390,Kenny Aninye,stetson,2018,8.5,0.4,.049,-7.4
35391,Brady Moses,stetson,2018,36.4,0.1,.266,-17.0
35392,Matthew Cioce,stetson,2018,20.2,0.0,.079,11.5
35393,Adam Webb,stetson,2018,5.1,0.0,-.011,-10.0
35394,Raine McKeython,stetson,2018,3.1,-0.1,-.062,-13.5
35395,Larry Dennis,stetson,2018,4.7,-0.3,-.027,-11.7
35396,Abayomi Iyiola,stetson,2019,22.8,2.2,.123,-0.6
35397,Kenny Aninye,stetson,2019,12.7,1.1,.053,-4.2
35398,Christiaan Jones,stetson,2019,16.1,1.1,.061,-1.8
35399,Leo Goodman,stetson,2019,10.8,0.6,.036,-4.8
35400,Marques Sumner,stetson,2019,11.3,0.6,.036,-4.0
35401,Keith Matthews,stetson,2019,12.5,0.5,.039,-3.4
35402,Raine McKeython,stetson,2019,10.6,0.4,.050,-6.2
35403,Jalen Crutchfield,stetson,2019,10.5,0.3,.058,-4.0
35404,Ricardo Lynch,stetson,2019,12.1,0.3,.036,-6.3
35405,Jahlil Rawley,stetson,2019,9.6,0.2,.012,-5.3
35406,Ricky Gouety,stetson,2019,8.2,0.1,.017,-10.7
35407,Adam Webb,stetson,2019,13.1,0.1,.036,-9.5
35408,Alex Ionesco,stetson,2019,-1.4,0.0,-.154,-2.3
35409,Clay Verk,stetson,2019,6.4,0.0,-.008,-8.2
35410,Rex Walters Jr,stetson,2019,7.7,0.0,-.022,-36.2
35411,Rob Perry,stetson,2020,19.4,3.5,.129,0.8
35412,Mahamadou Diawara,stetson,2020,22.0,2.7,.125,-4.0
35413,Jahlil Rawley,stetson,2020,16.6,2.7,.126,0.9
35414,Christiaan Jones,stetson,2020,15.5,2.4,.095,-1.9
35415,Wheza Panzo,stetson,2020,10.9,1.7,.082,-1.8
35416,Kenny Aninye,stetson,2020,9.1,1.0,.055,-5.0
35417,Joel Kabimba,stetson,2020,10.5,0.8,.048,-6.2
35418,Terry Ivery,stetson,2020,8.5,0.3,.036,-7.1
35419,Ricky Gouety,stetson,2020,9.4,0.1,.085,-9.5
35420,Jalen Crutchfield,stetson,2020,7.4,0.0,.008,-8.1
35421,Jaret Griffith,stetson,2020,-1.8,0.0,-.058,-16.7
35422,Alex Ionesco,stetson,2020,10.6,0.0,.036,-6.8
35423,Cyriaque Foucart,stetson,2020,-11.6,-0.4,-.180,-23.3
35424,Christiaan Jones,stetson,2021,22.7,3.3,.173,2.9
35425,Chase Johnston,stetson,2021,16.4,2.6,.122,0.3
35426,Rob Perry,stetson,2021,15.5,2.0,.093,-2.6
35427,Josh Smith,stetson,2021,17.5,1.6,.131,-1.0
35428,Mahamadou Diawara,stetson,2021,18.6,1.4,.104,-5.1
35429,Wheza Panzo,stetson,2021,11.7,1.2,.097,-1.1
35430,Stephan Swenson,stetson,2021,9.3,1.0,.066,-4.3
35431,Giancarlo Valdez,stetson,2021,7.8,0.4,.044,-3.2
35432,Keith Lamar,stetson,2021,10.8,0.3,.081,-6.0
35433,Joel Kabimba,stetson,2021,10.0,0.2,.054,-9.0
35434,Gabriel Wuour,stetson,2021,10.5,0.2,.062,-0.9
35435,Davante Robinson,stetson,2021,29.1,0.1,.286,-4.6
35436,Wyatt Hollmann,stetson,2021,8.5,0.0,.011,-25.8
35437,Chase Johnston,stetson,2022,16.2,2.7,.106,0.4
35438,Christiaan Jones,stetson,2022,17.3,2.4,.108,-1.6
35439,Rob Perry,stetson,2022,19.5,1.4,.123,-2.4
35440,Stephan Swenson,stetson,2022,13.0,1.4,.072,-3.9
35441,Josh Smith,stetson,2022,17.2,1.3,.116,-2.6
35442,Mahamadou Diawara,stetson,2022,15.3,1.1,.083,-6.6
35443,Wheza Panzo,stetson,2022,11.9,1.1,.090,-1.6
35444,Alvin Tumblin,stetson,2022,14.5,0.8,.064,-3.3
35445,Alex Crawford,stetson,2022,19.5,0.7,.155,-1.4
35446,Giancarlo Valdez,stetson,2022,6.8,0.2,.021,-8.2
35447,Aubin Gateretse,stetson,2022,9.3,0.1,.018,-10.0
35448,Davante Robinson,stetson,2022,35.1,0.1,.239,0.2
35449,Tasos Cook,stetson,2022,7.1,0.0,.009,-9.1
35450,Wyatt Hollmann,stetson,2022,-7.9,0.0,-.149,-26.6
35451,Keith Lamar,stetson,2022,0.6,-0.1,-.030,-7.9
35452,Jameel Warney,stony-brook,2014,28.5,5.8,.233,7.6
35453,Eric McAlister,stony-brook,2014,17.8,3.4,.162,1.8
35454,Carson Puriefoy,stony-brook,2014,18.1,3.2,.145,1.6
35455,Anthony Jackson,stony-brook,2014,13.6,2.4,.105,-1.7
35456,Dave Coley,stony-brook,2014,11.5,2.3,.084,-2.1
35457,Ahmad Walker,stony-brook,2014,13.0,1.9,.091,-1.6
35458,Scott King,stony-brook,2014,10.4,0.8,.100,-4.1
35459,Rayshaun McGrew,stony-brook,2014,15.8,0.8,.120,-1.8
35460,Anthony Mayo,stony-brook,2014,4.7,0.4,.055,-5.2
35461,Chris Braley,stony-brook,2014,7.3,0.3,.077,-5.1
35462,Kameron Mitchell,stony-brook,2014,4.4,0.1,.042,-5.1
35463,Ryan Burnett,stony-brook,2014,0.7,0.0,.032,-10.8
35464,Ben Resner,stony-brook,2014,-4.1,-0.2,-.147,-18.2
35465,Jameel Warney,stony-brook,2015,31.7,7.2,.248,9.4
35466,Carson Puriefoy,stony-brook,2015,16.3,3.8,.132,1.1
35467,Rayshaun McGrew,stony-brook,2015,16.3,3.0,.130,-1.0
35468,Roland Nyama,stony-brook,2015,14.7,2.9,.133,1.5
35469,Kameron Mitchell,stony-brook,2015,6.3,1.6,.085,-4.0
35470,Tyrell Sturdivant,stony-brook,2015,14.6,1.1,.114,-2.6
35471,Deshaun Thrower,stony-brook,2015,6.9,1.1,.065,-4.5
35472,Scott King,stony-brook,2015,14.4,0.7,.130,1.8
35473,Bryan Sekunda,stony-brook,2015,6.8,0.6,.060,-4.3
35474,Jakub Petras,stony-brook,2015,8.2,0.4,.077,-5.3
35475,Chris Braley,stony-brook,2015,7.4,0.3,.065,-2.8
35476,Ryan Burnett,stony-brook,2015,10.3,0.2,.077,-5.4
35477,Jameel Warney,stony-brook,2016,36.5,8.3,.305,10.6
35478,Carson Puriefoy,stony-brook,2016,16.1,4.1,.147,1.2
35479,Ahmad Walker,stony-brook,2016,16.1,3.2,.134,-0.7
35480,Lucas Woodhouse,stony-brook,2016,14.9,3.2,.157,2.3
35481,Rayshaun McGrew,stony-brook,2016,16.0,2.9,.131,-1.1
35482,Bryan Sekunda,stony-brook,2016,13.9,1.8,.142,1.5
35483,Tyrell Sturdivant,stony-brook,2016,16.6,1.6,.159,0.0
35484,Roland Nyama,stony-brook,2016,12.4,1.1,.140,-2.3
35485,Kameron Mitchell,stony-brook,2016,4.0,0.3,.059,-6.3
35486,Jakub Petras,stony-brook,2016,15.0,0.3,.152,-2.4
35487,Deshaun Thrower,stony-brook,2016,4.3,0.3,.049,-6.8
35488,Tim Donohoe,stony-brook,2016,-1.7,0.0,-.017,-5.2
35489,Lucas Woodhouse,stony-brook,2017,23.7,4.8,.193,5.2
35490,Roland Nyama,stony-brook,2017,14.0,2.0,.090,-1.7
35491,Tyrell Sturdivant,stony-brook,2017,17.0,1.9,.097,-3.3
35492,Akwasi Yeboah,stony-brook,2017,17.4,1.9,.118,-0.2
35493,Jakub Petras,stony-brook,2017,14.3,1.3,.110,-1.5
35494,Bryan Sekunda,stony-brook,2017,11.2,1.3,.080,-0.7
35495,UC Iroegbu,stony-brook,2017,9.0,0.9,.060,-2.6
35496,Junior Saintel,stony-brook,2017,12.0,0.9,.070,-3.8
35497,Kameron Mitchell,stony-brook,2017,6.1,0.6,.046,-5.5
35498,Michael Almonacy,stony-brook,2017,10.6,0.5,.064,-2.7
35499,Alonzo Campbell,stony-brook,2017,4.1,0.0,-.032,-9.9
35500,Tim Donohoe,stony-brook,2017,16.8,0.0,.078,3.2
35501,Blair Mendy,stony-brook,2017,-4.3,0.0,.015,-15.6
35502,Akwasi Yeboah,stony-brook,2018,19.3,3.3,.146,2.4
35503,UC Iroegbu,stony-brook,2018,13.2,2.2,.109,0.3
35504,Junior Saintel,stony-brook,2018,14.4,1.6,.091,-1.5
35505,Bryan Sekunda,stony-brook,2018,10.2,1.5,.095,-2.4
35506,Elijah Olaniyi,stony-brook,2018,12.7,1.4,.080,-2.4
35507,Tyrell Sturdivant,stony-brook,2018,13.2,1.4,.078,0.1
35508,Jakub Petras,stony-brook,2018,15.9,1.2,.112,-1.1
35509,Jaron Cornish,stony-brook,2018,12.3,0.8,.054,-2.3
35510,Michael Almonacy,stony-brook,2018,13.7,0.6,.128,-1.0
35511,Jordan McKenzie,stony-brook,2018,7.2,0.5,.047,-5.5
35512,Corry Long,stony-brook,2018,12.9,0.1,.120,14.2
35513,Tim Donohoe,stony-brook,2018,-10.2,0.0,-.091,-5.7
35514,Anthony Ochefu,stony-brook,2018,6.0,0.0,.005,-9.3
35515,Andrew Garcia,stony-brook,2018,4.0,-0.1,-.038,-12.2
35516,Akwasi Yeboah,stony-brook,2019,19.1,4.1,.160,2.1
35517,Miles Latimer,stony-brook,2019,13.1,3.5,.134,0.8
35518,Elijah Olaniyi,stony-brook,2019,15.1,3.0,.123,-0.6
35519,Jaron Cornish,stony-brook,2019,12.8,2.7,.110,-1.2
35520,Andrew Garcia,stony-brook,2019,16.1,2.4,.136,-2.4
35521,Jeff Otchere,stony-brook,2019,16.5,2.1,.145,0.7
35522,Jules Moor,stony-brook,2019,15.6,1.4,.136,0.5
35523,Jordan McKenzie,stony-brook,2019,6.4,0.8,.073,-3.3
35524,Corry Long,stony-brook,2019,15.2,0.6,.135,1.7
35525,Anthony Ochefu,stony-brook,2019,8.3,0.5,.070,-6.7
35526,Haasan Ceesay,stony-brook,2019,22.6,0.1,.205,6.0
35527,Nick Aubry,stony-brook,2019,11.3,0.0,.062,-14.2
35528,Alex Christie,stony-brook,2019,2.2,0.0,.016,-14.5
35529,Andrew Garcia,stony-brook,2020,19.8,3.9,.154,1.1
35530,Elijah Olaniyi,stony-brook,2020,21.2,3.6,.157,1.9
35531,Makale Foreman,stony-brook,2020,13.9,3.3,.113,-0.6
35532,Mouhamadou Gueye,stony-brook,2020,16.1,2.7,.133,0.4
35533,Miles Latimer,stony-brook,2020,9.8,1.8,.086,-2.0
35534,Jeff Otchere,stony-brook,2020,12.2,1.4,.096,-2.7
35535,Tyler Stephenson-Moore,stony-brook,2020,10.9,1.2,.108,-0.3
35536,Anthony Ochefu,stony-brook,2020,14.8,0.7,.151,-2.3
35537,Jordan McKenzie,stony-brook,2020,5.1,0.5,.056,-3.6
35538,Tavin Pierre Philippe,stony-brook,2020,5.6,0.2,.021,-6.1
35539,Alex Christie,stony-brook,2020,18.7,0.1,.200,1.2
35540,Quari Alleyne,stony-brook,2020,-6.6,0.0,-.125,-6.7
35541,Lenny Kadisha,stony-brook,2020,1.5,0.0,-.094,-11.6
35542,Mouhamadou Gueye,stony-brook,2021,20.6,1.9,.138,2.2
35543,Tykei Greene,stony-brook,2021,13.2,1.8,.102,-1.9
35544,Frankie Policelli,stony-brook,2021,14.3,1.8,.124,-0.8
35545,Omar Habwe,stony-brook,2021,18.7,1.6,.175,1.4
35546,Juan Felix Rodriguez,stony-brook,2021,13.2,1.6,.086,-1.7
35547,Jaden Sayles,stony-brook,2021,16.2,1.4,.110,-1.4
35548,Leighton Elliott-Sewell,stony-brook,2021,12.7,0.6,.125,-3.5
35549,Jordan McKenzie,stony-brook,2021,7.6,0.5,.068,-4.0
35550,Tyler Stephenson-Moore,stony-brook,2021,7.3,0.5,.069,-2.8
35551,Mohamed Diallo,stony-brook,2021,8.4,0.1,.025,-6.7
35552,Tavin Pierre Philippe,stony-brook,2021,3.5,0.1,.020,-5.4
35553,Alex Christie,stony-brook,2021,6.9,0.0,.049,-1.2
35554,Lenny Kadisha,stony-brook,2021,-13.6,-0.1,-.238,-37.5
35555,Juwan White,stony-brook,2021,-3.2,-0.1,-.132,-9.3
35556,Tykei Greene,stony-brook,2022,24.4,4.2,.175,2.0
35557,Jahlil Jenkins,stony-brook,2022,18.9,2.2,.121,0.4
35558,Tyler Stephenson-Moore,stony-brook,2022,14.3,2.0,.111,-0.9
35559,Anthony Roberts,stony-brook,2022,18.0,1.9,.089,-3.5
35560,Frankie Policelli,stony-brook,2022,13.9,1.6,.090,-1.8
35561,Omar Habwe,stony-brook,2022,14.8,1.3,.097,-4.0
35562,Jaden Sayles,stony-brook,2022,17.0,1.3,.108,-2.7
35563,Juan Felix Rodriguez,stony-brook,2022,8.9,0.5,.029,-5.1
35564,Elijah Olaniyi,stony-brook,2022,12.5,0.2,.044,-3.8
35565,Alex Christie,stony-brook,2022,8.1,0.1,.049,-8.3
35566,Mohamed Diallo,stony-brook,2022,10.6,0.1,.037,-2.2
35567,Payton Shumpert,stony-brook,2022,21.4,0.1,.154,15.3
35568,Tanahj Pettway,stony-brook,2022,4.1,0.0,.032,-5.0
35569,Preston Shumpert,stony-brook,2022,55.8,0.0,.246,29.8
35570,Kaine Roberts,stony-brook,2022,-2.5,-0.3,-.089,-12.9
35571,Tyler Ennis,syracuse,2014,21.3,5.5,.180,8.7
35572,Trevor Cooney,syracuse,2014,18.6,4.7,.172,9.1
35573,Jerami Grant,syracuse,2014,21.6,4.6,.185,6.4
35574,C.J. Fair,syracuse,2014,17.7,3.8,.119,3.2
35575,Rakeem Christmas,syracuse,2014,19.5,3.5,.176,6.3
35576,Michael Gbinije,syracuse,2014,14.4,1.7,.138,5.9
35577,Baye Moussa Keita,syracuse,2014,12.1,1.3,.107,1.1
35578,DaJuan Coleman,syracuse,2014,21.8,0.7,.166,1.0
35579,Tyler Roberson,syracuse,2014,11.0,0.3,.076,-4.1
35580,Ron Patterson,syracuse,2014,22.8,0.2,.152,4.2
35581,Russ DeRemer,syracuse,2014,-25.9,0.0,-.275,-29.9
35582,Nolan Hart,syracuse,2014,0.9,0.0,-.187,-21.7
35583,Albert Nassar,syracuse,2014,-4.5,0.0,-.117,-23.6
35584,B.J. Johnson,syracuse,2014,2.3,-0.1,-.043,-11.7
35585,Rakeem Christmas,syracuse,2015,26.5,5.4,.203,8.1
35586,Michael Gbinije,syracuse,2015,18.0,3.8,.144,6.9
35587,Trevor Cooney,syracuse,2015,13.8,3.2,.111,3.8
35588,Tyler Roberson,syracuse,2015,16.6,2.6,.129,3.6
35589,Chris McCullough,syracuse,2015,18.9,1.4,.126,5.2
35590,Kaleb Joseph,syracuse,2015,8.6,0.9,.045,-1.1
35591,B.J. Johnson,syracuse,2015,11.3,0.7,.080,1.0
35592,Ron Patterson,syracuse,2015,8.4,0.5,.053,0.8
35593,Chinonso Obokoh,syracuse,2015,12.8,0.3,.149,2.1
35594,Carter Sanderson,syracuse,2015,12.4,0.0,.020,0.2
35595,Mike Sutton,syracuse,2015,0.0,0.0,-.074,3.3
35596,Christian White,syracuse,2015,13.3,0.0,-.015,-0.1
35597,Doyin Akintobi-Adeyeye,syracuse,2015,-30.8,-0.1,-.552,-40.7
