,name,team,year,PER,WS,WS40,BPM
411,Nick Jacobs,alabama,2014,16.4,1.1,.088,-0.4
412,Algie Key,alabama,2014,12.0,1.0,.081,0.3
413,Carl Engstrom,alabama,2014,8.1,0.6,.062,-2.6
414,Dakota Slaughter,alabama,2014,34.4,0.2,.310,21.7
415,Isiah Wilson,alabama,2014,39.6,0.1,.281,9.8
416,Levi Randolph,alabama,2015,23.7,6.1,.202,8.7
417,Rodney Cooper,alabama,2015,16.0,3.3,.126,4.1
418,Ricky Tarrant,alabama,2015,22.3,2.2,.176,6.2
419,Jimmie Taylor,alabama,2015,15.0,2.2,.108,3.0
420,Retin Obasohan,alabama,2015,15.0,1.6,.103,4.2
421,Michael Kessens,alabama,2015,13.4,1.5,.088,0.7
422,Riley Norris,alabama,2015,11.1,1.5,.086,1.3
423,Shannon Hale,alabama,2015,17.5,1.4,.103,3.9
424,Justin Coleman,alabama,2015,6.8,0.3,.018,-3.2
425,Dakota Slaughter,alabama,2015,15.0,0.3,.140,4.8
426,John Gibson,alabama,2015,41.0,0.0,.365,44.2
427,Devin Mitchell,alabama,2015,-4.7,-0.2,-.085,-9.2
428,Retin Obasohan,alabama,2016,22.2,4.2,.158,7.0
429,Riley Norris,alabama,2016,12.1,2.1,.089,2.0
430,Arthur Edwards,alabama,2016,12.5,2.0,.085,2.9
431,Donta Hall,alabama,2016,20.3,1.7,.161,6.1
432,Jimmie Taylor,alabama,2016,14.5,1.5,.085,2.2
433,Michael Kessens,alabama,2016,13.0,1.4,.101,1.6
434,Justin Coleman,alabama,2016,10.3,1.2,.055,-1.4
435,Shannon Hale,alabama,2016,11.4,0.8,.048,-0.4
436,Dazon Ingram,alabama,2016,14.1,0.4,.080,0.7
437,Brandon Austin,alabama,2016,4.0,0.1,.011,-1.9
438,Christian Clark,alabama,2016,-7.6,0.0,-.151,-13.4
439,Lawson Schaffer,alabama,2016,5.1,0.0,.003,-3.3
440,Dazon Ingram,alabama,2017,18.2,3.7,.161,6.0
441,Donta Hall,alabama,2017,21.1,3.2,.191,7.4
442,Riley Norris,alabama,2017,12.6,2.9,.126,3.7
443,Braxton Key,alabama,2017,14.8,2.7,.108,4.1
444,Jimmie Taylor,alabama,2017,15.6,2.0,.132,4.3
445,Corban Collins,alabama,2017,10.6,1.9,.112,2.6
446,Bola Olaniyan,alabama,2017,14.7,1.7,.126,1.9
447,Avery Johnson,alabama,2017,9.6,1.3,.080,1.2
448,Ar'Mond Davis,alabama,2017,10.7,0.9,.082,1.7
449,Shannon Hale,alabama,2017,7.2,0.3,.051,-2.9
450,Lawson Schaffer,alabama,2017,36.9,0.3,.386,21.3
451,Nick King,alabama,2017,10.1,0.1,.064,0.5
452,Landon Fuller,alabama,2017,0.0,0.0,.039,-4.9
453,Brandon Austin,alabama,2017,-11.5,-0.2,-.173,-18.4
454,Collin Sexton,alabama,2018,23.5,4.4,.177,6.9
455,Donta Hall,alabama,2018,27.5,4.1,.206,9.8
456,Dazon Ingram,alabama,2018,14.1,2.7,.107,2.9
457,John Petty,alabama,2018,11.0,1.8,.070,2.7
458,Braxton Key,alabama,2018,12.9,1.4,.088,4.3
459,Daniel Giddens,alabama,2018,14.0,1.2,.103,1.8
460,Avery Johnson,alabama,2018,9.3,0.9,.072,0.1
461,Herb Jones,alabama,2018,8.8,0.9,.050,1.8
462,Alex Reese,alabama,2018,13.9,0.9,.101,3.1
463,Galin Smith,alabama,2018,10.0,0.6,.064,0.1
464,Riley Norris,alabama,2018,9.7,0.4,.089,1.0
465,Tyler Barnes,alabama,2018,2.2,0.0,-.030,3.1
466,Landon Fuller,alabama,2018,31.7,0.0,.201,15.7
467,Lawson Schaffer,alabama,2018,4.9,0.0,-.009,-2.1
468,Donta Hall,alabama,2019,24.7,4.5,.196,7.8
469,Kira Lewis,alabama,2019,15.6,3.0,.112,3.4
470,John Petty,alabama,2019,13.4,2.1,.089,3.7
471,Dazon Ingram,alabama,2019,13.5,1.8,.102,2.0
472,Riley Norris,alabama,2019,14.8,1.7,.131,5.1
473,Tevin Mack,alabama,2019,14.0,1.4,.082,2.2
474,Alex Reese,alabama,2019,18.5,1.2,.131,5.0
475,Herb Jones,alabama,2019,11.3,1.0,.054,1.0
476,Galin Smith,alabama,2019,8.4,0.4,.035,-3.2
477,Avery Johnson,alabama,2019,4.9,0.2,.027,-2.2
478,Tyler Barnes,alabama,2019,-11.3,0.0,-.264,-11.6
479,Daniel Giddens,alabama,2019,5.2,0.0,-.014,-5.7
480,Britton Johnson,alabama,2019,20.5,0.0,.141,23.9
481,Lawson Schaffer,alabama,2019,-19.1,-0.1,-.276,-21.7
482,Kira Lewis,alabama,2020,19.8,4.1,.142,5.5
483,John Petty,alabama,2020,18.5,3.3,.136,6.6
484,Jaden Shackelford,alabama,2020,18.3,3.2,.140,5.1
485,Herb Jones,alabama,2020,15.5,2.1,.117,3.9
486,Javian Davis,alabama,2020,17.3,1.7,.136,2.5
487,Alex Reese,alabama,2020,14.0,1.5,.086,2.6
488,James Bolden,alabama,2020,9.7,0.9,.064,-0.9
489,Galin Smith,alabama,2020,9.8,0.6,.061,-1.1
490,Jaylen Forbes,alabama,2020,6.0,0.2,.029,-3.4
491,Tyler Barnes,alabama,2020,6.2,0.0,.098,0.5
492,Adam Cottrell,alabama,2020,-33.0,0.0,-.559,-37.2
493,Raymond Hawkins,alabama,2020,-17.9,0.0,-.180,-20.0
494,Britton Johnson,alabama,2020,8.8,0.0,.068,-3.9
495,Sam Okauru,alabama,2020,42.0,0.0,.188,-2.2
496,Herb Jones,alabama,2021,20.6,3.9,.172,8.7
497,Jaden Shackelford,alabama,2021,16.8,3.8,.158,5.6
498,John Petty,alabama,2021,15.9,3.7,.149,6.8
499,Jahvon Quinerly,alabama,2021,18.1,3.0,.161,5.5
500,Keon Ellis,alabama,2021,17.3,2.4,.174,8.1
501,Joshua Primo,alabama,2021,13.2,2.1,.125,3.7
502,Jordan Bruner,alabama,2021,19.6,2.0,.185,10.6
503,Alex Reese,alabama,2021,13.9,1.6,.131,5.1
504,Juwan Gary,alabama,2021,21.5,1.3,.189,5.9
505,James Rojas,alabama,2021,7.4,0.6,.069,-0.5
506,Keon Ambrose-Hylton,alabama,2021,11.8,0.2,.119,1.9
507,Tyler Barnes,alabama,2021,14.9,0.1,.168,6.3
508,Britton Johnson,alabama,2021,11.8,0.1,.185,1.9
509,Darius Miles,alabama,2021,13.7,0.1,.069,0.3
510,Adam Cottrell,alabama,2021,0.0,0.0,.031,1.0
511,Delaney Heard,alabama,2021,-14.5,0.0,-.117,-20.1
512,Jaden Quinerly,alabama,2021,81.2,0.0,1.132,22.2
513,Kendall Wall,alabama,2021,-2.1,0.0,-.073,-7.4
514,Keon Ellis,alabama,2022,19.9,4.2,.165,9.5
515,Jaden Shackelford,alabama,2022,15.7,3.2,.112,4.3
516,Charles Bediako,alabama,2022,23.0,2.5,.170,7.5
517,JD Davison,alabama,2022,16.0,2.1,.097,5.2
518,Jahvon Quinerly,alabama,2022,13.9,2.0,.081,1.9
519,Juwan Gary,alabama,2022,19.1,1.6,.140,4.5
520,Noah Gurley,alabama,2022,14.0,1.3,.085,2.2
521,Darius Miles,alabama,2022,12.9,1.2,.092,3.2
522,James Rojas,alabama,2022,15.9,0.8,.132,4.3
523,Tyler Barnes,alabama,2022,34.0,0.1,.324,18.0
524,Keon Ambrose-Hylton,alabama,2022,6.6,0.0,.028,-0.7
525,Adam Cottrell,alabama,2022,9.5,0.0,.084,6.1
526,Delaney Heard,alabama,2022,0.0,0.0,-.005,-1.6
527,Jusaun Holt,alabama,2022,2.9,0.0,-.001,-1.8
528,Alex Tchikou,alabama,2022,-11.0,0.0,-.268,-23.0
529,Britton Johnson,alabama,2022,2.8,-0.1,-.103,-12.2
530,Jaden Quinerly,alabama,2022,-37.9,-0.1,-.757,-58.0
531,Jeremy Crutcher,alabama-am,2014,14.5,2.3,.100,-1.6
532,Demarquelle Tabb,alabama-am,2014,17.3,1.9,.121,-3.7
533,Justin Banks,alabama-am,2014,17.8,1.5,.151,-1.7
534,Green Hill,alabama-am,2014,12.6,1.4,.100,-4.7
535,Arthur Capers,alabama-am,2014,13.6,1.2,.086,-2.2
536,Brandon Ellis,alabama-am,2014,11.5,1.1,.062,-4.0
537,Jose Long,alabama-am,2014,9.0,1.1,.083,-5.6
538,Tyler Davis,alabama-am,2014,8.1,0.8,.074,-5.8
539,Jerome Hunter,alabama-am,2014,9.1,0.7,.071,-6.3
540,Nicholas West,alabama-am,2014,11.4,0.5,.051,-5.6
541,Justin Colvin,alabama-am,2014,8.1,0.2,.033,-6.6
542,Xavier Williams,alabama-am,2014,5.0,0.1,.035,-11.4
543,Rakiya Battle,alabama-am,2014,5.4,0.0,.010,-6.1
544,Matthew Cotton,alabama-am,2014,-0.1,0.0,-.032,-8.2
545,Baryn Houston,alabama-am,2014,10.9,0.0,.044,-8.5
546,Ladarius Tabb,alabama-am,2015,22.8,3.3,.142,0.7
547,Nicholas West,alabama-am,2015,16.7,2.0,.094,-3.6
548,Rakiya Battle,alabama-am,2015,14.5,1.6,.072,-3.8
549,Justin Colvin,alabama-am,2015,9.7,0.6,.050,-5.0
550,Michael Hutchins,alabama-am,2015,6.0,0.5,.045,-8.9
551,Tyler Davis,alabama-am,2015,7.3,0.4,.023,-6.2
552,Baryn Houston,alabama-am,2015,6.2,0.2,.031,-8.2
553,Zachary Jackson,alabama-am,2015,15.2,0.1,.073,-1.0
554,Arthur Wade,alabama-am,2015,9.5,0.1,.057,-1.2
555,Isaiah Cotton,alabama-am,2015,6.0,0.0,-.001,-11.8
556,Marcus Merriweather,alabama-am,2015,7.0,0.0,.005,-8.7
557,Adrian Edwards,alabama-am,2015,6.4,-0.1,-.005,-11.3
558,Matthew Cotton,alabama-am,2015,1.0,-0.2,-.059,-12.2
559,Ladarius Tabb,alabama-am,2016,21.3,3.1,.126,-0.3
560,Nicholas West,alabama-am,2016,20.4,2.8,.127,-1.7
561,Rakiya Battle,alabama-am,2016,13.4,1.3,.069,-4.0
562,Quinterian McConico,alabama-am,2016,18.4,1.0,.126,-2.4
563,Arthur Wade,alabama-am,2016,8.2,0.9,.058,-5.6
564,Christopher Thomas,alabama-am,2016,10.8,0.8,.068,-4.5
565,Jacob Perry,alabama-am,2016,12.2,0.7,.068,-6.8
566,Rashawn Green,alabama-am,2016,11.2,0.5,.077,-2.4
567,Matthew Cotton,alabama-am,2016,10.3,0.2,.047,-5.1
568,Tyler Davis,alabama-am,2016,6.2,0.2,.032,-5.4
569,Adrian Edwards,alabama-am,2016,7.4,0.2,.027,-8.8
570,Zachary Jackson,alabama-am,2016,7.2,0.1,.018,-6.2
571,Cezanne Carson,alabama-am,2016,,0.0,,0.0
572,Justin Colvin,alabama-am,2016,0.0,0.0,-.001,-8.2
573,Brontae Harris,alabama-am,2016,,0.0,,-8.2
574,Baryn Houston,alabama-am,2016,4.6,0.0,.016,-5.3
575,Jesse Johnson,alabama-am,2016,,0.0,,0.0
576,Marcus Merriweather,alabama-am,2016,,0.0,,0.0
577,Mohamed Sherif,alabama-am,2016,-3.7,-0.2,-.113,-13.9
578,Quinterian McConico,alabama-am,2017,21.0,1.8,.086,-3.5
579,Adrian Edwards,alabama-am,2017,17.1,0.7,.076,-4.5
580,De'Edrick Petty,alabama-am,2017,13.1,0.6,.027,-5.6
581,Mohamed Sherif,alabama-am,2017,13.3,0.2,.031,-9.2
582,Evan Wiley,alabama-am,2017,10.2,0.1,.017,-7.5
583,LaQuan Wiltshire,alabama-am,2017,11.2,0.1,.046,-5.8
584,Kimium Woods,alabama-am,2017,,0.0,,0.0
585,Matthew Cotton,alabama-am,2017,6.6,-0.1,-.004,-9.2
586,Tracy Burnett,alabama-am,2017,6.8,-0.2,-.033,-12.6
587,Christopher Thomas,alabama-am,2017,5.4,-0.2,-.049,-11.6
588,Eugene Jones,alabama-am,2017,4.4,-0.4,-.054,-11.9
589,Marcus Merriweather,alabama-am,2017,6.1,-0.5,-.044,-10.9
590,Ariston Johnson,alabama-am,2017,1.8,-0.8,-.075,-12.8
591,Rakiya Battle,alabama-am,2017,6.8,-1.2,-.054,-10.9
592,Arthur Johnson,alabama-am,2018,12.6,0.9,.040,-4.7
593,Evan Wiley,alabama-am,2018,10.9,0.9,.047,-5.0
594,Julian Walters,alabama-am,2018,11.2,0.8,.048,-5.3
595,Andre Kennedy,alabama-am,2018,13.1,0.7,.035,-6.1
596,Marcus Merriweather,alabama-am,2018,9.0,0.4,.029,-7.4
597,Terry Ellis,alabama-am,2018,0.0,0.0,-.012,-7.9
598,Amari Goulbourne,alabama-am,2018,6.0,0.0,-.005,-8.2
599,Tracy Burnett,alabama-am,2018,8.3,-0.1,-.016,-9.0
600,Brandon Houston,alabama-am,2018,3.8,-0.1,-.047,-9.4
601,Ryan McLaurin,alabama-am,2018,-27.0,-0.1,-.443,-36.1
602,Jalen Reeder,alabama-am,2018,7.2,-0.1,-.012,-8.0
603,Ariston Johnson,alabama-am,2018,1.9,-0.3,-.036,-9.9
604,De'Edrick Petty,alabama-am,2018,6.9,-0.4,-.022,-9.4
605,Mohamed Sherif,alabama-am,2018,4.0,-0.8,-.056,-11.6
606,Andre Kennedy,alabama-am,2019,16.8,1.6,.072,-4.0
607,Brandon Miller,alabama-am,2019,8.5,0.8,.028,-5.6
608,Jalen Reeder,alabama-am,2019,11.3,0.6,.033,-4.8
609,Tre Todd,alabama-am,2019,10.3,0.6,.042,-5.8
610,Evan Wiley,alabama-am,2019,8.8,0.6,.037,-4.8
611,Brandon Houston,alabama-am,2019,10.3,0.3,.058,-7.6
612,Gerron Scissum,alabama-am,2019,10.0,0.3,.017,-7.9
613,Amari Goulbourne,alabama-am,2019,9.1,0.2,.036,-6.2
614,Walter Jones,alabama-am,2019,6.2,0.2,.010,-7.4
615,Shaquille Seville,alabama-am,2019,10.6,0.2,.052,-9.5
616,Brandon Wright,alabama-am,2019,8.0,0.2,.030,-6.8
617,Arthur Johnson,alabama-am,2019,10.7,0.1,.009,-4.4
618,Brandon Powell,alabama-am,2019,5.6,0.1,.029,-7.0
619,Dennis Stallings,alabama-am,2019,0.0,0.0,.002,-9.7
620,Garrett Hicks,alabama-am,2020,12.7,1.5,.068,-2.8
621,Cameron Alford,alabama-am,2020,13.7,1.0,.048,-3.5
622,Evan Wiley,alabama-am,2020,11.4,0.9,.075,-3.2
623,Jalen Johnson,alabama-am,2020,15.0,0.8,.071,-5.5
624,Cameron Tucker,alabama-am,2020,9.9,0.8,.033,-6.3
625,EJ Williams,alabama-am,2020,12.3,0.8,.057,-6.0
626,Brandon Miller,alabama-am,2020,7.4,0.5,.030,-5.5
627,Brandon Houston,alabama-am,2020,11.0,0.4,.055,-8.0
628,Mason Ellison,alabama-am,2020,15.3,0.1,.168,-2.1
629,Walter Jones,alabama-am,2020,9.1,0.1,.043,-4.1
630,Tremere Brown,alabama-am,2020,9.1,0.0,.025,-8.6
631,Brandon Powell,alabama-am,2020,-1.4,0.0,-.022,-10.4
632,Daniel Sanders,alabama-am,2020,-23.0,-0.1,-.366,-28.4
633,Gerron Scissum,alabama-am,2020,3.7,-0.2,-.077,-12.4
634,T.J. Parham,alabama-am,2020,4.7,-0.3,-.023,-9.7
635,Jalen Johnson,alabama-am,2021,25.1,2.1,.185,1.5
636,Garrett Hicks,alabama-am,2021,13.1,1.2,.095,-3.0
637,London Riley,alabama-am,2021,8.3,0.5,.076,-5.1
638,Cameron Tucker,alabama-am,2021,9.2,0.5,.071,-8.2
639,EJ Williams,alabama-am,2021,9.1,0.5,.065,-6.4
640,Jevon Tatum,alabama-am,2021,8.1,0.4,.038,-6.9
641,Anjay Cortez,alabama-am,2021,10.3,0.3,.084,-5.3
642,Abba Lawal,alabama-am,2021,11.9,0.3,.136,-5.9
643,Brandon Houston,alabama-am,2021,11.2,0.2,.105,-4.3
644,Myles Parker,alabama-am,2021,5.2,0.1,.057,-6.4
645,Tremere Brown,alabama-am,2021,0.0,0.0,-.138,-8.0
646,Brandon Miller,alabama-am,2021,9.0,0.0,.073,-4.1
647,Brandon Powell,alabama-am,2021,1.4,0.0,-.006,-10.5
648,Dailin Smith,alabama-am,2021,2.7,-0.1,-.015,-10.1
649,Jalen Johnson,alabama-am,2022,21.0,3.5,.144,0.7
650,Garrett Hicks,alabama-am,2022,12.9,2.2,.086,-1.2
651,Dailin Smith,alabama-am,2022,9.2,1.1,.051,-4.9
652,EJ Williams,alabama-am,2022,12.6,1.1,.083,-3.8
653,Cameron Tucker,alabama-am,2022,9.4,1.0,.042,-6.2
654,Myles Parker,alabama-am,2022,10.0,0.7,.085,-4.0
655,Anjay Cortez,alabama-am,2022,8.3,0.4,.035,-6.9
656,Eric Lee,alabama-am,2022,6.3,0.2,.026,-5.2
657,Brandon Powell,alabama-am,2022,4.6,0.2,.034,-6.4
658,Abba Lawal,alabama-am,2022,7.8,0.1,.025,-9.2
659,Jabiri Smith,alabama-am,2022,4.9,0.1,.027,-6.7
660,London Riley,alabama-am,2022,-36.0,0.0,-.559,-40.7
661,Jevon Tatum,alabama-am,2022,0.3,0.0,-.095,-13.3
662,Alec Hickman,alabama-am,2022,-20.2,-0.1,-.308,-24.2
663,DJ Fairley,alabama-am,2022,-10.6,-0.2,-.151,-16.2
664,Jamel Waters,alabama-state,2014,18.3,3.8,.136,-0.6
665,Brandon Graham,alabama-state,2014,14.8,2.5,.119,-3.0
666,Bobby Brown,alabama-state,2014,17.8,2.3,.141,-0.3
667,DeMarcus Robinson,alabama-state,2014,13.1,2.1,.093,-5.1
668,Maurice Strong,alabama-state,2014,13.8,2.0,.091,-5.4
669,Luther Page,alabama-state,2014,13.0,1.9,.093,-4.3
670,Tony Armstrong,alabama-state,2014,14.9,0.9,.109,-5.2
671,Terrance LeFlore,alabama-state,2014,8.0,0.6,.045,-7.3
672,Billy Ingram,alabama-state,2014,8.9,0.3,.056,-8.8
673,DeAngelo Stewart,alabama-state,2014,11.8,0.2,.090,-0.1
674,Darius Scott,alabama-state,2014,16.8,0.1,.160,-7.2
675,Sean Burroughs,alabama-state,2014,,0.0,,0.0
676,Nick Davis,alabama-state,2014,-1.0,0.0,-.043,-5.9
677,Tony Jacob,alabama-state,2014,21.4,0.0,.061,-9.9
678,Devonte' Neal,alabama-state,2014,36.5,0.0,.258,-16.6
679,Princeton Davis,alabama-state,2014,,,,
680,Jamel Waters,alabama-state,2015,20.4,4.0,.172,2.1
681,DeMarcus Robinson,alabama-state,2015,15.3,3.1,.143,-0.8
682,Wendell Lewis,alabama-state,2015,18.0,2.1,.129,-2.2
683,Maurice Strong,alabama-state,2015,14.1,2.0,.103,-4.7
684,Bobby Brown,alabama-state,2015,14.8,1.9,.119,-3.1
685,Luther Page,alabama-state,2015,15.9,1.8,.122,-3.7
686,Brandon Graham,alabama-state,2015,12.2,1.4,.112,-3.8
687,Steve Rogers,alabama-state,2015,12.5,1.3,.125,-4.4
688,Jamar Pope,alabama-state,2015,14.6,0.2,.150,0.0
689,Tony Armstrong,alabama-state,2015,9.6,0.1,.058,-8.4
690,Terrance LeFlore,alabama-state,2015,8.8,0.1,.078,-4.7
691,Robert Ojeah,alabama-state,2015,9.8,0.1,.081,-9.6
692,Billy Ingram,alabama-state,2015,1.4,0.0,.013,-16.2
693,Tony Jacob,alabama-state,2015,5.1,0.0,-.073,-17.5
694,Chidozie Omile,alabama-state,2015,2.1,0.0,-.008,-9.4
695,Darius Scott,alabama-state,2015,-5.5,0.0,-.065,-6.1
696,Trey Scott,alabama-state,2015,-10.6,0.0,-.178,-10.3
697,Darius Sizemore,alabama-state,2015,,0.0,,0.0
698,Jamel Waters,alabama-state,2016,20.0,3.5,.132,1.8
699,Corvon Butler,alabama-state,2016,21.9,2.6,.152,-0.3
700,Tony Armstrong,alabama-state,2016,18.8,1.7,.120,-3.3
701,Torloft Thomas,alabama-state,2016,9.7,1.1,.053,-4.9
702,Bobby Brown,alabama-state,2016,11.1,0.8,.039,-5.6
703,Glenn Hollaway,alabama-state,2016,14.1,0.8,.113,-2.3
704,Mikel Tyson,alabama-state,2016,17.1,0.8,.119,-5.1
705,Steve Rogers,alabama-state,2016,7.4,0.7,.036,-6.8
706,Terrance LeFlore,alabama-state,2016,9.6,0.6,.038,-6.2
707,Robert Ojeah,alabama-state,2016,5.9,0.1,.045,-11.8
708,Nicholas Barnes,alabama-state,2016,1.3,0.0,-.018,-10.6
709,Branden Johnson,alabama-state,2016,,0.0,,0.0
710,Chidozie Omile,alabama-state,2016,5.6,0.0,-.002,-8.4
711,Davante Pope,alabama-state,2016,-2.8,0.0,-.017,-15.3
712,Joseff Smith,alabama-state,2016,5.9,0.0,.039,-19.9
713,Tony Armstrong,alabama-state,2017,17.4,2.2,.105,-3.9
714,Rodney Simeon,alabama-state,2017,14.2,1.6,.082,-2.0
715,Reginald Gee,alabama-state,2017,11.6,1.2,.067,-4.9
716,Corvon Butler,alabama-state,2017,16.1,0.9,.103,-3.0
717,Mikel Tyson,alabama-state,2017,15.2,0.9,.088,-4.7
718,Torloft Thomas,alabama-state,2017,7.3,0.7,.031,-7.0
719,Amir Warnock,alabama-state,2017,13.4,0.7,.062,-7.3
720,Terrance LeFlore,alabama-state,2017,8.0,0.1,.007,-7.4
721,Davante Pope,alabama-state,2017,16.4,0.1,.135,2.6
722,Artis Cleveland,alabama-state,2017,7.7,0.0,.019,-11.7
723,Glenn Hollaway,alabama-state,2017,3.0,0.0,.008,-10.4
724,Demetrius Houston,alabama-state,2017,9.4,0.0,-.003,-9.9
725,Austin Rogers,alabama-state,2017,1.1,0.0,-.019,-9.2
726,Branden Johnson,alabama-state,2017,-20.9,-0.1,-.323,-27.2
727,Steve Rogers,alabama-state,2017,2.7,-0.2,-.013,-8.5
728,Reginald Gee,alabama-state,2018,19.8,2.9,.126,0.1
729,Branden Johnson,alabama-state,2018,18.7,1.8,.096,-2.5
730,Jacoby Ross,alabama-state,2018,17.3,1.5,.095,-2.4
731,Tobi Ewuosho,alabama-state,2018,11.0,0.6,.039,-5.8
732,Fausto Pichardo,alabama-state,2018,11.5,0.5,.043,-6.5
733,Ed Jones,alabama-state,2018,10.8,0.4,.031,-6.6
734,Austin Rogers,alabama-state,2018,7.4,0.2,.027,-8.0
735,Steve Rogers,alabama-state,2018,6.0,0.1,.016,-7.5
736,Rodney Simeon,alabama-state,2018,7.6,0.1,.008,-7.2
737,Fredens Deneus,alabama-state,2018,9.0,0.0,.005,-9.0
738,Demetrius Houston,alabama-state,2018,,0.0,,0.0
739,Marice Wright,alabama-state,2018,6.0,0.0,.004,-10.7
740,Micah Johnson,alabama-state,2018,-9.2,-0.2,-.266,-22.6
741,Terrance LeFlore,alabama-state,2018,6.8,-0.4,-.032,-7.8
742,Gene Davis,alabama-state,2018,4.3,-0.5,-.037,-11.6
743,Leon Freeman-Daniels,alabama-state,2019,15.7,2.2,.119,0.0
744,AJ Farrar,alabama-state,2019,29.7,1.9,.231,4.4
745,Reginald Gee,alabama-state,2019,13.8,1.9,.083,-4.0
746,Jacoby Ross,alabama-state,2019,11.2,1.4,.056,-4.5
747,Fausto Pichardo,alabama-state,2019,15.1,1.3,.092,-4.4
748,Tobi Ewuosho,alabama-state,2019,13.5,1.2,.074,-4.9
749,Branden Johnson,alabama-state,2019,13.7,1.2,.092,-4.6
750,Gene Davis,alabama-state,2019,5.8,0.2,.025,-6.9
751,Ed Jones,alabama-state,2019,5.3,0.1,.013,-11.5
752,Austin Rogers,alabama-state,2019,5.8,0.1,.016,-6.2
753,Azariah Seay,alabama-state,2019,7.3,0.1,.032,-7.7
754,Therrell Gosier,alabama-state,2019,7.8,0.0,-.007,-3.2
755,Kevin Holston,alabama-state,2019,2.8,-0.6,-.045,-11.4
756,Tobi Ewuosho,alabama-state,2020,15.9,2.2,.091,-1.5
757,Leon Freeman-Daniels,alabama-state,2020,13.3,1.9,.086,-1.4
758,AJ Farrar,alabama-state,2020,15.3,1.0,.106,-1.9
759,Brandon Battle,alabama-state,2020,10.7,0.7,.043,-7.4
760,D.J. Heath,alabama-state,2020,6.5,0.5,.027,-6.8
761,Kevin Holston,alabama-state,2020,10.6,0.5,.048,-2.7
762,Austin Rogers,alabama-state,2020,11.2,0.5,.063,-1.1
763,Jacoby Ross,alabama-state,2020,7.7,0.4,.022,-5.5
764,Tyrese Robinson,alabama-state,2020,9.4,0.3,.043,-6.1
765,Kevion Stewart,alabama-state,2020,5.0,0.0,.001,-6.0
766,Jeremy Hamilton,alabama-state,2020,3.3,-0.1,-.009,-8.0
767,Mike Stone,alabama-state,2020,-0.8,-0.1,-.040,-12.9
768,Decardo Day,alabama-state,2020,-0.4,-0.9,-.088,-13.6
769,Kenny Strawbridge,alabama-state,2021,12.6,1.1,.083,-5.2
770,Brandon Battle,alabama-state,2021,15.0,0.9,.075,-6.9
771,Kevion Stewart,alabama-state,2021,11.6,0.9,.096,-4.6
772,LaTrell Tate,alabama-state,2021,11.7,0.7,.082,-4.7
773,Jordan Cousin,alabama-state,2021,11.0,0.5,.079,-5.4
774,Jordan O'Neal,alabama-state,2021,10.7,0.5,.060,-6.0
775,E.J. Clark,alabama-state,2021,9.6,0.4,.069,-5.9
776,D.J. Heath,alabama-state,2021,7.5,0.3,.019,-8.4
777,Devin Jackson,alabama-state,2021,5.1,0.3,.027,-9.2
778,Malik Smiley,alabama-state,2021,0.0,0.0,.018,-8.8
779,Mike Stone,alabama-state,2021,0.2,0.0,-.009,-13.0
780,Christopher Dumas,alabama-state,2021,-4.6,-0.1,-.060,-12.2
781,Kenny Strawbridge,alabama-state,2022,15.0,2.0,.086,-2.1
782,E.J. Clark,alabama-state,2022,14.8,1.6,.108,-3.2
783,Gerald Liddell,alabama-state,2022,14.4,1.4,.079,-2.3
784,Jordan O'Neal,alabama-state,2022,14.2,1.3,.076,-4.2
785,Juan Reyna,alabama-state,2022,11.7,1.0,.069,-3.5
786,Trace Young,alabama-state,2022,15.2,0.9,.067,-0.4
787,Isaiah Range,alabama-state,2022,11.2,0.8,.038,-3.8
788,Michael Barber,alabama-state,2022,12.9,0.6,.083,-3.6
789,Christian McCray,alabama-state,2022,22.4,0.4,.102,-2.0
790,Jayme Mitchell,alabama-state,2022,9.5,0.3,.049,-5.3
791,Devin Jackson,alabama-state,2022,8.1,0.2,.020,-6.2
792,Ashton McClelland,alabama-state,2022,10.0,0.1,.071,-6.5
793,Kareem Clark,alabama-state,2022,-0.5,0.0,-.088,-27.0
794,Kevion Stewart,alabama-state,2022,5.2,0.0,.004,-9.5
795,Peter Hooley,albany-ny,2014,17.9,4.3,.149,1.3
796,DJ Evans,albany-ny,2014,14.8,3.3,.113,0.0
797,Gary Johnson,albany-ny,2014,16.9,3.2,.130,0.0
798,Sam Rowley,albany-ny,2014,17.8,2.8,.113,-0.2
799,John Puk,albany-ny,2014,10.2,1.9,.078,-3.1
800,Dallas Ennema,albany-ny,2014,14.9,1.0,.139,1.5
801,Luke Devlin,albany-ny,2014,11.5,0.9,.091,0.0
802,Mike Rowley,albany-ny,2014,7.8,0.4,.061,-4.6
803,Dave Wiegmann,albany-ny,2014,8.5,0.4,.057,-2.8
804,Anders Haas,albany-ny,2014,12.9,0.3,.098,-2.8
805,Levan Shengelia,albany-ny,2014,11.4,0.3,.081,-1.7
806,Ede Egharevba,albany-ny,2014,11.7,0.1,.057,-4.8
807,Anthony Odunsi,albany-ny,2014,7.4,0.0,.046,-7.4
808,Reece Williams,albany-ny,2014,-18.6,0.0,-.309,-29.9
809,Sam Rowley,albany-ny,2015,22.8,4.8,.174,3.0
810,Evan Singletary,albany-ny,2015,16.6,4.0,.140,1.3
811,RaAnthony Sanders,albany-ny,2015,18.2,3.8,.157,2.6
812,Peter Hooley,albany-ny,2015,18.0,2.8,.144,1.4
